product_id,product_name,brand,category,tier,price,mrp,discount_pct,rating,review_count,key_ingredients,skin_concern,is_bestseller,date_added,source,price_segment
NYK1249,CeraVe Vitamin C Gel Cleanser,CeraVe,Face Wash,Mid-range,614,614,0,3.6,473,Vitamin C,Acne,False,2023-07-10,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1250,Innisfree Bakuchiol Sunblock,Innisfree,Sunscreen,Mid-range,1002,1002,0,4.7,131,"Vitamin C, Glycerin, Bakuchiol",Oil Control,False,2023-08-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1251,Plum Ceramides Night Cream,Plum,Moisturiser,Budget,363,363,0,3.7,816,"Ceramides, Vitamin C",Brightening,False,2023-03-17,synthetic_nykaa_model,Budget (< ₹500)
NYK1252,CeraVe Zinc Exfoliant,CeraVe,Exfoliant / Scrub,Mid-range,1281,1423,10,4.6,423,"Alpha Arbutin, Salicylic Acid, Zinc",Pore Care,False,2024-12-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1253,Cetaphil Benzoyl Peroxide Booster Serum,Cetaphil,Face Serum,Mid-range,2461,3281,25,3.6,191,"Benzoyl Peroxide, Squalane, AHA/BHA",Brightening,False,2024-01-06,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1254,The Ordinary Retinol Face Wash,The Ordinary,Face Wash,Mid-range,592,740,20,4.4,236,Retinol,Hydration,False,2024-05-20,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1255,Neutrogena Alpha Arbutin Brightening Serum,Neutrogena,Face Serum,Mid-range,1161,1290,10,3.9,376,"Green Tea Extract, Alpha Arbutin, Retinol",Anti-Ageing,False,2023-03-09,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1256,CeraVe SPF 50 Cream,CeraVe,Moisturiser,Mid-range,1094,1094,0,4.3,28,"SPF 50, Bakuchiol, Kojic Acid",Sensitive Skin,False,2024-08-11,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1257,Clinique Salicylic Acid Brightening Serum,Clinique,Face Serum,Premium,7487,8808,15,4.1,27,"Salicylic Acid, Alpha Arbutin",Oil Control,False,2024-11-27,synthetic_nykaa_model,Luxury (₹4000+)
NYK1258,Kiehl's Retinol Cleanser,Kiehl's,Face Wash,Premium,1385,1629,15,3.7,88,"AHA/BHA, Retinol, Kojic Acid",Acne,False,2023-05-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1259,La Mer AHA/BHA Eye Cream,La Mer,Eye Cream,Premium,24083,26758,10,4.1,414,AHA/BHA,Pore Care,False,2024-12-27,synthetic_nykaa_model,Luxury (₹4000+)
NYK1260,Wow Skin Benzoyl Peroxide Clay Mask,Wow Skin,Face Mask,Budget,819,1023,20,3.6,926,"Benzoyl Peroxide, Salicylic Acid, Glycerin",Hydration,False,2024-10-12,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1261,Innisfree AHA/BHA Brightening Serum,Innisfree,Face Serum,Mid-range,2063,2427,15,4.3,116,"Benzoyl Peroxide, Salicylic Acid, AHA/BHA",Brightening,False,2023-06-25,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1262,CeraVe Niacinamide Clarifying Toner,CeraVe,Toner,Mid-range,822,822,0,4.2,101,Niacinamide,Anti-Ageing,False,2023-02-16,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1263,Biotique Niacinamide Water Cream,Biotique,Moisturiser,Budget,441,551,20,3.4,1266,"Kojic Acid, Niacinamide, SPF 50",Pigmentation,False,2024-10-19,synthetic_nykaa_model,Budget (< ₹500)
NYK1264,Dot & Key Centella Asiatica Serum,Dot & Key,Face Serum,Budget,1279,1421,10,4.3,1378,Centella Asiatica,Pigmentation,False,2024-12-06,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1265,The Ordinary Kojic Acid Water Cream,The Ordinary,Moisturiser,Mid-range,1107,1107,0,4.6,451,"Kojic Acid, SPF 50",Oil Control,False,2023-07-28,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1266,Olay Zinc Foaming Cleanser,Olay,Face Wash,Mid-range,614,944,35,4.5,1213,"Zinc, Green Tea Extract",Sensitive Skin,False,2023-05-14,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1267,Kiehl's Peptides Sleeping Mask,Kiehl's,Face Mask,Premium,6607,8258,20,4.2,28,"Peptides, Alpha Arbutin",Anti-Ageing,False,2023-10-01,synthetic_nykaa_model,Luxury (₹4000+)
NYK1268,SK-II Vitamin C Night Cream,SK-II,Moisturiser,Premium,6243,6936,10,3.6,119,Vitamin C,Acne,False,2023-10-25,synthetic_nykaa_model,Luxury (₹4000+)
NYK1269,Wow Skin AHA/BHA Brightening Serum,Wow Skin,Face Serum,Budget,479,504,5,4.1,1770,AHA/BHA,Pore Care,False,2024-08-14,synthetic_nykaa_model,Budget (< ₹500)
NYK1270,Biotique SPF 50 Clay Mask,Biotique,Face Mask,Budget,290,362,20,4.0,2854,SPF 50,Oil Control,False,2024-05-25,synthetic_nykaa_model,Budget (< ₹500)
NYK1271,Kiehl's Salicylic Acid Under Eye Serum,Kiehl's,Eye Cream,Premium,4875,6093,20,4.4,18,Salicylic Acid,Sensitive Skin,False,2024-06-01,synthetic_nykaa_model,Luxury (₹4000+)
NYK1272,Paula's Choice Green Tea Extract Night Oil,Paula's Choice,Face Oil,Premium,4313,5750,25,4.1,68,Green Tea Extract,Acne,False,2023-02-21,synthetic_nykaa_model,Luxury (₹4000+)
NYK1273,Clinique Benzoyl Peroxide Essence Toner,Clinique,Toner,Premium,1411,1660,15,4.4,899,"SPF 50, Benzoyl Peroxide, Niacinamide",Anti-Ageing,False,2024-03-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1274,Biotique Squalane Sunscreen SPF 50,Biotique,Sunscreen,Budget,328,385,15,4.1,315,"Green Tea Extract, Centella Asiatica, Squalane",Acne,False,2024-02-15,synthetic_nykaa_model,Budget (< ₹500)
NYK1275,Neutrogena Benzoyl Peroxide Repair Serum,Neutrogena,Face Serum,Mid-range,1459,1535,5,4.0,96,"Ceramides, Green Tea Extract, Benzoyl Peroxide",Anti-Ageing,False,2024-01-31,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1276,Forest Essentials Retinol Water Cream,Forest Essentials,Moisturiser,Premium,4305,5064,15,4.4,39,"Vitamin C, Retinol",Anti-Ageing,False,2024-02-08,synthetic_nykaa_model,Luxury (₹4000+)
NYK1277,The Body Shop Green Tea Extract Sunscreen SPF 50,The Body Shop,Sunscreen,Premium,1098,1098,0,4.0,127,"Green Tea Extract, Retinol, Ceramides",Sensitive Skin,False,2024-05-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1278,La Mer Retinol Night Cream,La Mer,Moisturiser,Premium,10261,11401,10,4.1,29,Retinol,Pore Care,False,2024-04-30,synthetic_nykaa_model,Luxury (₹4000+)
NYK1279,Kiehl's Zinc Pimple Patch,Kiehl's,Spot Treatment,Premium,1460,1717,15,3.8,11,"Bakuchiol, Retinol, Zinc",Pore Care,False,2023-06-16,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1280,Garnier Zinc Serum,Garnier,Face Serum,Mid-range,457,571,20,4.6,298,"Benzoyl Peroxide, Zinc, SPF 50",Pigmentation,False,2024-05-01,synthetic_nykaa_model,Budget (< ₹500)
NYK1281,Neutrogena Kojic Acid Sunscreen SPF 50,Neutrogena,Sunscreen,Mid-range,638,638,0,4.7,2223,"Vitamin C, Kojic Acid",Pigmentation,False,2024-12-05,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1282,La Roche-Posay Peptides UV Shield,La Roche-Posay,Sunscreen,Mid-range,1803,2003,10,4.3,242,"Peptides, Hyaluronic Acid",Oil Control,False,2023-06-24,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1283,Mamaearth Peptides Repair Serum,Mamaearth,Face Serum,Budget,782,868,10,4.2,2093,"Peptides, Hyaluronic Acid, Vitamin C",Hydration,True,2023-11-18,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1284,The Body Shop Ceramides Cleanser,The Body Shop,Face Wash,Premium,844,937,10,4.2,28,"Ceramides, Kojic Acid",Oil Control,False,2023-03-05,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1285,mCaffeine Centella Asiatica UV Shield,mCaffeine,Sunscreen,Budget,343,428,20,3.4,6154,"Zinc, SPF 50, Centella Asiatica",Pore Care,False,2023-06-27,synthetic_nykaa_model,Budget (< ₹500)
NYK1286,Olay Squalane Under Eye Serum,Olay,Eye Cream,Mid-range,1625,2166,25,3.7,914,"Squalane, Green Tea Extract",Pigmentation,False,2024-09-16,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1287,La Roche-Posay Glycerin Brightening Serum,La Roche-Posay,Face Serum,Mid-range,923,1025,10,4.2,34,Glycerin,Pigmentation,False,2023-08-19,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1288,Biotique SPF 50 Night Oil,Biotique,Face Oil,Budget,356,474,25,3.1,427,"Ceramides, SPF 50, Zinc",Oil Control,False,2023-12-24,synthetic_nykaa_model,Budget (< ₹500)
NYK1289,Forest Essentials Squalane Foaming Cleanser,Forest Essentials,Face Wash,Premium,1933,2274,15,4.3,392,Squalane,Sensitive Skin,False,2024-02-09,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1290,Cetaphil Benzoyl Peroxide Hydra Toner,Cetaphil,Toner,Mid-range,585,688,15,4.3,377,"Hyaluronic Acid, Benzoyl Peroxide",Anti-Ageing,False,2023-12-21,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1291,Olay SPF 50 Night Oil,Olay,Face Oil,Mid-range,1349,1349,0,4.1,195,"SPF 50, Ceramides, Bakuchiol",Pigmentation,False,2024-07-29,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1292,Wow Skin Peptides Gel Moisturiser,Wow Skin,Moisturiser,Budget,323,358,10,4.1,461,Peptides,Hydration,False,2023-02-21,synthetic_nykaa_model,Budget (< ₹500)
NYK1293,The Body Shop Vitamin C Repair Serum,The Body Shop,Face Serum,Premium,4051,4765,15,3.5,161,Vitamin C,Sensitive Skin,False,2023-12-05,synthetic_nykaa_model,Luxury (₹4000+)
NYK1294,Lotus Niacinamide Pimple Patch,Lotus,Spot Treatment,Budget,301,430,30,4.2,583,"Retinol, Niacinamide, AHA/BHA",Sensitive Skin,False,2024-10-30,synthetic_nykaa_model,Budget (< ₹500)
NYK1295,Wow Skin Ceramides Toner,Wow Skin,Toner,Budget,240,400,40,4.3,147,"Ceramides, Benzoyl Peroxide, Zinc",Pigmentation,False,2024-10-23,synthetic_nykaa_model,Budget (< ₹500)
NYK1296,mCaffeine Hyaluronic Acid Sunscreen SPF 50,mCaffeine,Sunscreen,Budget,423,497,15,3.9,252,"Peptides, Hyaluronic Acid, AHA/BHA",Sensitive Skin,False,2023-06-30,synthetic_nykaa_model,Budget (< ₹500)
NYK1297,Dot & Key Benzoyl Peroxide Cream,Dot & Key,Moisturiser,Budget,582,646,10,4.0,2639,"AHA/BHA, Benzoyl Peroxide",Acne,True,2024-08-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1298,CeraVe Bakuchiol Repair Serum,CeraVe,Face Serum,Mid-range,1661,1661,0,4.4,371,"Alpha Arbutin, Bakuchiol",Oil Control,False,2023-05-18,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1299,Mamaearth Vitamin C Foaming Cleanser,Mamaearth,Face Wash,Budget,501,589,15,4.1,1967,Vitamin C,Pore Care,True,2024-04-14,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1300,Neutrogena Zinc Cleanser,Neutrogena,Face Wash,Mid-range,825,825,0,4.9,1137,Zinc,Pigmentation,False,2023-07-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1301,Neutrogena Bakuchiol Serum,Neutrogena,Face Serum,Mid-range,1259,1573,20,3.8,101,"Bakuchiol, Zinc",Anti-Ageing,False,2024-02-15,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1302,Dot & Key SPF 50 Cream,Dot & Key,Moisturiser,Budget,678,713,5,4.7,431,SPF 50,Pore Care,False,2023-09-12,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1303,Neutrogena Peptides AHA Exfoliator,Neutrogena,Exfoliant / Scrub,Mid-range,1136,1420,20,4.5,224,"Peptides, Alpha Arbutin",Pigmentation,False,2023-12-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1304,CeraVe Peptides Face Wash,CeraVe,Face Wash,Mid-range,854,1138,25,3.8,1033,"Green Tea Extract, Peptides",Acne,False,2024-11-14,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1305,Paula's Choice Centella Asiatica Cream,Paula's Choice,Moisturiser,Premium,2049,2410,15,4.6,34,"AHA/BHA, Centella Asiatica",Pigmentation,False,2024-12-07,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1306,La Roche-Posay Squalane SPF 50 PA++++,La Roche-Posay,Sunscreen,Mid-range,1077,1538,30,4.6,64,"Peptides, Squalane",Brightening,False,2024-05-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1307,Garnier SPF 50 Eye Repair Cream,Garnier,Eye Cream,Mid-range,1000,1111,10,4.0,156,"Green Tea Extract, Kojic Acid, SPF 50",Hydration,False,2023-09-11,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1308,Dot & Key Bakuchiol Blemish Serum,Dot & Key,Spot Treatment,Budget,442,491,10,4.1,275,Bakuchiol,Oil Control,False,2024-06-24,synthetic_nykaa_model,Budget (< ₹500)
NYK1309,Estee Lauder Ceramides Under Eye Serum,Estee Lauder,Eye Cream,Premium,11168,13138,15,4.3,104,"Vitamin C, Hyaluronic Acid, Ceramides",Brightening,False,2023-06-18,synthetic_nykaa_model,Luxury (₹4000+)
NYK1310,Paula's Choice Vitamin C Hydra Toner,Paula's Choice,Toner,Premium,1465,1953,25,4.4,20,"Vitamin C, Ceramides",Oil Control,False,2023-04-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1311,Minimalist Bakuchiol Sunscreen SPF 50,Minimalist,Sunscreen,Budget,370,435,15,4.2,983,"Retinol, Bakuchiol",Sensitive Skin,False,2024-04-12,synthetic_nykaa_model,Budget (< ₹500)
NYK1312,Mamaearth Centella Asiatica Essence Toner,Mamaearth,Toner,Budget,363,484,25,3.8,5822,"Benzoyl Peroxide, Niacinamide, Centella Asiatica",Pigmentation,False,2023-01-04,synthetic_nykaa_model,Budget (< ₹500)
NYK1313,Biotique Hyaluronic Acid Face Wash,Biotique,Face Wash,Budget,221,294,25,2.8,320,Hyaluronic Acid,Sensitive Skin,False,2023-12-19,synthetic_nykaa_model,Budget (< ₹500)
NYK1314,Neutrogena SPF 50 Sleeping Mask,Neutrogena,Face Mask,Mid-range,736,920,20,3.9,131,SPF 50,Acne,False,2023-10-21,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1315,Lotus Kojic Acid Gel Cleanser,Lotus,Face Wash,Budget,187,233,20,4.5,4128,Kojic Acid,Pore Care,False,2024-01-27,synthetic_nykaa_model,Budget (< ₹500)
NYK1316,The Ordinary Retinol Sheet Mask,The Ordinary,Face Mask,Mid-range,886,1042,15,4.1,368,"Salicylic Acid, Retinol",Pore Care,False,2023-05-02,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1317,Lotus Niacinamide Hydra Toner,Lotus,Toner,Budget,199,199,0,4.0,487,"Retinol, Peptides, Niacinamide",Acne,False,2023-11-02,synthetic_nykaa_model,Budget (< ₹500)
NYK1318,mCaffeine Kojic Acid Sleeping Mask,mCaffeine,Face Mask,Budget,596,745,20,3.2,65,"Squalane, Kojic Acid, Centella Asiatica",Hydration,False,2023-09-11,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1319,mCaffeine Glycerin Serum,mCaffeine,Face Serum,Budget,543,603,10,4.2,825,Glycerin,Hydration,False,2023-04-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1320,Clinique Niacinamide Eye Repair Cream,Clinique,Eye Cream,Premium,5594,6215,10,4.7,87,"Niacinamide, Peptides, Ceramides",Anti-Ageing,False,2023-04-14,synthetic_nykaa_model,Luxury (₹4000+)
NYK1321,La Roche-Posay Hyaluronic Acid Repair Serum,La Roche-Posay,Face Serum,Mid-range,2285,2538,10,4.5,214,"Hyaluronic Acid, Peptides",Acne,False,2024-02-16,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1322,La Roche-Posay Retinol Foaming Cleanser,La Roche-Posay,Face Wash,Mid-range,812,1015,20,4.1,191,"Ceramides, Hyaluronic Acid, Retinol",Pigmentation,False,2023-08-28,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1323,Clinique Peptides Gel Moisturiser,Clinique,Moisturiser,Premium,3245,4635,30,4.6,123,"Zinc, Peptides, Benzoyl Peroxide",Brightening,False,2024-11-07,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1324,Minimalist Glycerin Glow Oil,Minimalist,Face Oil,Budget,486,648,25,4.4,1467,"Glycerin, Hyaluronic Acid",Brightening,False,2024-03-13,synthetic_nykaa_model,Budget (< ₹500)
NYK1325,Plum Bakuchiol Hydra Toner,Plum,Toner,Budget,311,365,15,3.8,437,"Centella Asiatica, Bakuchiol",Pore Care,False,2024-12-14,synthetic_nykaa_model,Budget (< ₹500)
NYK1326,Minimalist Benzoyl Peroxide Gel Cleanser,Minimalist,Face Wash,Budget,416,462,10,3.1,2345,Benzoyl Peroxide,Sensitive Skin,False,2023-07-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1327,Minimalist Benzoyl Peroxide Pimple Patch,Minimalist,Spot Treatment,Budget,315,420,25,4.4,5180,Benzoyl Peroxide,Brightening,False,2023-03-01,synthetic_nykaa_model,Budget (< ₹500)
NYK1328,Estee Lauder Retinol Booster Serum,Estee Lauder,Face Serum,Premium,8146,10182,20,4.2,72,"Bakuchiol, Retinol, Centella Asiatica",Hydration,False,2023-09-19,synthetic_nykaa_model,Luxury (₹4000+)
NYK1329,Paula's Choice Salicylic Acid Sheet Mask,Paula's Choice,Face Mask,Premium,2335,2747,15,4.0,84,"Salicylic Acid, Alpha Arbutin, Green Tea Extract",Anti-Ageing,False,2024-07-02,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1330,Mamaearth Hyaluronic Acid Acne Gel,Mamaearth,Spot Treatment,Budget,507,676,25,4.2,1456,"Centella Asiatica, Hyaluronic Acid",Anti-Ageing,True,2024-08-24,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1331,Cetaphil Zinc Gel Moisturiser,Cetaphil,Moisturiser,Mid-range,2177,2418,10,4.3,1108,Zinc,Pigmentation,False,2023-01-16,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1332,Estee Lauder Peptides Cleanser,Estee Lauder,Face Wash,Premium,7999,9410,15,4.8,24,"Vitamin C, SPF 50, Peptides",Hydration,False,2024-02-11,synthetic_nykaa_model,Luxury (₹4000+)
NYK1333,CeraVe Centella Asiatica Brightening Serum,CeraVe,Face Serum,Mid-range,1880,2088,10,5.0,201,"Benzoyl Peroxide, Centella Asiatica",Oil Control,False,2024-06-30,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1334,La Mer Bakuchiol Sunscreen SPF 50,La Mer,Sunscreen,Premium,12793,15050,15,4.9,60,"Green Tea Extract, Bakuchiol",Oil Control,False,2024-04-22,synthetic_nykaa_model,Luxury (₹4000+)
NYK1335,The Ordinary Ceramides Face Wash,The Ordinary,Face Wash,Mid-range,459,459,0,3.9,114,"Ceramides, Green Tea Extract",Pore Care,False,2024-02-28,synthetic_nykaa_model,Budget (< ₹500)
NYK1336,Paula's Choice Retinol Gel Moisturiser,Paula's Choice,Moisturiser,Premium,1528,1797,15,4.3,27,"Retinol, Niacinamide, Glycerin",Sensitive Skin,False,2023-10-30,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1337,CeraVe Centella Asiatica Brightening Serum,CeraVe,Face Serum,Mid-range,1131,1131,0,4.0,106,"Peptides, Centella Asiatica",Hydration,False,2024-05-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1338,Forest Essentials SPF 50 SPF 50 PA++++,Forest Essentials,Sunscreen,Premium,1120,1600,30,4.3,30,"SPF 50, Alpha Arbutin",Brightening,False,2023-12-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1339,Innisfree Squalane Serum,Innisfree,Face Serum,Mid-range,1457,1618,10,4.5,250,"Squalane, SPF 50, AHA/BHA",Acne,False,2024-06-20,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1340,Neutrogena Hyaluronic Acid Essence Toner,Neutrogena,Toner,Mid-range,630,700,10,3.5,610,"Hyaluronic Acid, Niacinamide, Kojic Acid",Brightening,False,2024-10-07,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1341,Garnier Ceramides Sunscreen SPF 50,Garnier,Sunscreen,Mid-range,506,562,10,3.9,287,"Retinol, Niacinamide, Ceramides",Oil Control,False,2024-01-18,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1342,Wow Skin SPF 50 Repair Serum,Wow Skin,Face Serum,Budget,799,799,0,4.3,244,"SPF 50, Squalane, Niacinamide",Acne,False,2024-06-28,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1343,The Ordinary Bakuchiol Brightening Serum,The Ordinary,Face Serum,Mid-range,419,465,10,4.0,266,Bakuchiol,Pigmentation,False,2024-07-02,synthetic_nykaa_model,Budget (< ₹500)
NYK1344,Mamaearth Vitamin C Gel Moisturiser,Mamaearth,Moisturiser,Budget,403,503,20,4.1,2728,"Kojic Acid, AHA/BHA, Vitamin C",Anti-Ageing,False,2023-09-04,synthetic_nykaa_model,Budget (< ₹500)
NYK1345,Minimalist Green Tea Extract Sunblock,Minimalist,Sunscreen,Budget,220,314,30,4.4,938,"Glycerin, Green Tea Extract, Squalane",Sensitive Skin,False,2023-03-22,synthetic_nykaa_model,Budget (< ₹500)
NYK1346,Kiehl's Peptides Serum,Kiehl's,Face Serum,Premium,2787,2787,0,4.3,12,"Peptides, Squalane",Pigmentation,False,2024-12-01,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1347,Neutrogena Centella Asiatica UV Shield,Neutrogena,Sunscreen,Mid-range,682,682,0,4.2,79,Centella Asiatica,Sensitive Skin,False,2024-01-22,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1348,Lotus Salicylic Acid Clarifying Toner,Lotus,Toner,Budget,369,461,20,4.1,6052,"Niacinamide, AHA/BHA, Salicylic Acid",Oil Control,False,2024-03-20,synthetic_nykaa_model,Budget (< ₹500)
NYK1349,Wow Skin Bakuchiol Gel Moisturiser,Wow Skin,Moisturiser,Budget,269,336,20,4.6,492,Bakuchiol,Acne,False,2023-08-24,synthetic_nykaa_model,Budget (< ₹500)
NYK1350,Forest Essentials Hyaluronic Acid Face Mask,Forest Essentials,Face Mask,Premium,2518,2797,10,4.6,10,"Hyaluronic Acid, Salicylic Acid",Pigmentation,False,2024-07-10,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1351,Innisfree Niacinamide Hydra Toner,Innisfree,Toner,Mid-range,1536,1920,20,3.7,155,"Niacinamide, Ceramides",Brightening,False,2024-12-30,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1352,Cetaphil Peptides Brightening Serum,Cetaphil,Face Serum,Mid-range,992,1044,5,4.4,258,"AHA/BHA, Peptides",Sensitive Skin,False,2024-11-24,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1353,Olay Retinol Night Cream,Olay,Moisturiser,Mid-range,1039,1039,0,3.4,100,"Retinol, Salicylic Acid, Green Tea Extract",Acne,False,2023-04-11,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1354,Garnier Zinc Sunscreen SPF 50,Garnier,Sunscreen,Mid-range,350,583,40,3.9,1959,Zinc,Sensitive Skin,False,2023-12-01,synthetic_nykaa_model,Budget (< ₹500)
NYK1355,Plum Peptides Gel Cleanser,Plum,Face Wash,Budget,250,250,0,4.2,670,"SPF 50, Peptides",Pore Care,False,2024-07-20,synthetic_nykaa_model,Budget (< ₹500)
NYK1356,The Ordinary Centella Asiatica Brightening Serum,The Ordinary,Face Serum,Mid-range,882,928,5,4.0,33,Centella Asiatica,Anti-Ageing,False,2024-09-25,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1357,Estee Lauder Glycerin Booster Serum,Estee Lauder,Face Serum,Premium,7462,11480,35,4.5,47,"Salicylic Acid, Squalane, Glycerin",Brightening,False,2024-01-25,synthetic_nykaa_model,Luxury (₹4000+)
NYK1358,Innisfree Green Tea Extract Face Mask,Innisfree,Face Mask,Mid-range,1271,1412,10,4.3,437,"Zinc, Green Tea Extract",Anti-Ageing,False,2023-04-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1359,Dot & Key Glycerin UV Shield,Dot & Key,Sunscreen,Budget,286,336,15,4.2,1213,"Green Tea Extract, Glycerin",Anti-Ageing,True,2023-07-11,synthetic_nykaa_model,Budget (< ₹500)
NYK1360,Cetaphil Bakuchiol Cream,Cetaphil,Moisturiser,Mid-range,645,645,0,3.9,61,"Squalane, Bakuchiol, Kojic Acid",Anti-Ageing,False,2023-01-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1361,Paula's Choice Zinc UV Shield,Paula's Choice,Sunscreen,Premium,1662,1846,10,3.9,84,"Salicylic Acid, Zinc, Centella Asiatica",Acne,False,2023-10-26,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1362,Cetaphil Squalane SPF 50 PA++++,Cetaphil,Sunscreen,Mid-range,315,525,40,4.0,337,Squalane,Hydration,False,2024-08-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1363,La Roche-Posay Retinol Sunblock,La Roche-Posay,Sunscreen,Mid-range,1726,1816,5,3.9,217,Retinol,Pigmentation,False,2023-11-05,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1364,Neutrogena Salicylic Acid Sunblock,Neutrogena,Sunscreen,Mid-range,934,1098,15,4.3,164,Salicylic Acid,Brightening,False,2024-03-21,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1365,The Body Shop Salicylic Acid Gel Moisturiser,The Body Shop,Moisturiser,Premium,1985,2646,25,4.4,64,"SPF 50, Salicylic Acid",Pore Care,False,2023-09-15,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1366,Neutrogena Alpha Arbutin Face Mask,Neutrogena,Face Mask,Mid-range,561,623,10,4.6,494,"Ceramides, Alpha Arbutin, Vitamin C",Brightening,False,2023-11-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1367,The Ordinary Centella Asiatica Gel Cleanser,The Ordinary,Face Wash,Mid-range,380,447,15,4.5,312,"Centella Asiatica, Zinc",Oil Control,False,2023-12-09,synthetic_nykaa_model,Budget (< ₹500)
NYK1368,Paula's Choice Ceramides Cleanser,Paula's Choice,Face Wash,Premium,2100,2470,15,4.5,213,"Zinc, Ceramides",Oil Control,False,2023-11-18,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1369,Estee Lauder SPF 50 Repair Serum,Estee Lauder,Face Serum,Premium,7866,10488,25,4.5,3,"Benzoyl Peroxide, SPF 50",Hydration,False,2023-11-30,synthetic_nykaa_model,Luxury (₹4000+)
NYK1370,Innisfree Green Tea Extract Acne Gel,Innisfree,Spot Treatment,Mid-range,1132,1415,20,3.9,697,"Green Tea Extract, Vitamin C",Hydration,False,2024-08-29,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1371,Plum Ceramides Cream,Plum,Moisturiser,Budget,617,685,10,3.6,1872,"Alpha Arbutin, Ceramides, Squalane",Pigmentation,False,2024-12-10,synthetic_nykaa_model,Mid-range (₹500–1500)
